	peaksig_y	peaksig_x	closet_genes	zrfus_genes
chr4-152186393-152186965	0.184839540930331	0.0804552422225869	Acot7	NO
chr4-153956355-153958136	0.507490714435234	0.5199498647993	A430005L14Rik	NO
chr4-154159864-154161324	0.430351412633465	0.497111372248382	Tprgl	NO
chr4-154393322-154394560	0.200560848814009	0.133396892391559	Prdm16	NO
chr4-154424755-154426037	0.184929332693239	0.129231819504096	Prdm16	NO
chr4-154471398-154472078	0.138435467065368	0.0991846233014265	Prdm16	NO
chr4-154499468-154500332	0.723814803412232	0.202752537701875	Prdm16	NO
chr4-154512422-154512964	0.509533138446667	0.0510318707823484	Prdm16	NO
chr4-154535545-154536122	0.0943326324361789	0.0533582107590412	Prdm16	NO
chr4-154549524-154550443	0.609912166768062	0.131746959585603	Prdm16	NO
chr4-154570542-154571024	0.273846229628123	0.0953023368146948	Prdm16	NO
chr4-154599659-154600470	0.597781440041523	0.101128023185512	Prdm16	NO
chr4-154635339-154637198	0.630525370689235	0.276664004779988	Prdm16	NO
chr4-154838346-154840596	0.239882585224907	0.154996643823924	Gm13113	NO
chr4-155085565-155087395	0.501680012844755	0.539337417312774	Morn1	NO
chr4-155164584-155164880	0.0624968770230646	0.0504005151097797	Ski	NO
chr4-155172893-155173918	0.408583954365408	0.143092450194747	Ski	NO
chr4-155189526-155189889	0.0483458229819922	0.0598693400131759	Ski	NO
chr4-155233638-155236122	0.86009282010438	0.302470323971743	Ski	NO
chr4-155562490-155564332	0.596554209725858	0.507797558217413	Nadk	NO
chr4-155942583-155944566	0.428966295482206	0.416766138758635	Ube2j2	NO
chr4-156108559-156110452	0.517118946921543	0.505827758470242	9430015G10Rik	NO
chr4-156188632-156189231	0.377386442304483	0.10458221840528	Agrn	NO
chr4-156196135-156198179	0.63581156770507	0.485519042113166	Agrn	NO
chr4-156202646-156204377	0.519947463827916	0.227604845893309	AW011738	NO
chr5-3646664-3648519	0.471328051915454	0.321696479712741	Gatad1	NO
chr5-5663056-5664978	0.3610361904011	0.30101533359332	Cfap69	NO
chr5-19225861-19228372	0.522173364468343	0.321266370274714	Magi2	NO
chr5-20881143-20883075	0.546366560166793	0.591184375192159	Phtf2	NO
chr5-23385591-23387331	0.282429431798729	0.265588198947503	5031425E22Rik	NO
chr5-24444522-24445769	0.411571304520052	0.404999496940563	Fastk	NO
chr5-24451261-24453965	0.478209464106201	0.501492895970777	Agap3	NO
chr5-24611502-24612722	0.681753177327693	0.15402007852561	Smarcd3	NO
chr5-24684531-24686526	0.591391037983488	0.500819618776169	Nub1	NO
chr5-24841609-24843617	0.500917955692301	0.572062283884776	Rheb	NO
chr5-24907678-24909555	0.56900898146155	0.469379618204459	Prkag2	NO
chr5-25528882-25530484	0.565747666289389	0.51066183087355	1700096K18Rik	NO
chr5-30231501-30233434	0.428496468049308	0.538608509574969	Ept1	NO
chr5-30913225-30913504	0.136922352577677	0.0836645133874726	Emilin1	NO
chr5-31290283-31291538	0.357930932444229	0.419084479394215	Ift172	NO
chr5-33245664-33246136	0.0620023094326399	0.0694493427136761	Ctbp1	NO
chr5-33628715-33630677	0.527691154213316	0.541398253115714	Fam53a	NO
chr5-33651337-33653058	0.58906023522265	0.484118960734632	Slbp	NO
chr5-33694812-33695980	0.800458878638453	0.22332117762296	Tacc3	NO
chr5-34168873-34170205	0.479548530330602	0.498928927189204	Haus3	NO
chr5-34186838-34188612	0.535805566408831	0.511875251833891	Mxd4	NO
chr5-34368670-34370831	0.558520844346116	0.555902254142945	Fam193a	NO
chr5-34659267-34661303	0.532270443118646	0.532250726817874	Grk4	NO
chr5-34760713-34762685	0.437296853204474	0.507704932579155	Htt	NO
chr5-34948552-34950234	0.513174563066802	0.308851076715913	Rgs12	NO
chr5-35013415-35014494	0.132271024233561	0.118903740006887	Rgs12	NO
chr5-35055141-35055380	0.0570236880470667	0.0455289784793191	Dok7	NO
chr5-35188850-35189611	0.259743732892873	0.0898206281093695	Lrpap1	NO
chr5-35255095-35255638	0.0466885515247092	0.0588454439132131	Adra2c	NO
chr5-35609335-35609794	0.15229479006193	0.0639353570396105	Acox3	NO
chr5-36483338-36485162	0.503936306103113	0.537591109865765	Tada2b	NO
chr5-36580905-36582786	0.534631498927332	0.540876263062088	Tbc1d14	NO
chr5-36988204-36989838	0.506284547673797	0.408244330052925	Wfs1	NO
chr5-52996310-52997347	0.241127893955338	0.0534571729551878	Slc34a2	NO
chr5-53997729-53999560	0.542852898608746	0.489523138337931	Stim2	NO
chr5-63967807-63969768	0.694831438243939	0.308437554913278	Rell1	NO
chr5-64045403-64045851	0.208111815769186	0.125696216893019	Pgm1	NO
chr5-64811597-64811879	0.170078348373099	0.0590322070146131	Klf3	NO
chr5-66259191-66260568	0.258697930709066	0.23324234265574	Nsun7	NO
chr5-67842201-67842672	0.292712948177137	0.0698720249128455	Atp8a1	NO
chr5-72913544-72915595	0.579074507321367	0.495451630067544	Slain2	NO
chr5-73489927-73492880	0.571183758263073	0.582181839658136	Dcun1d4	NO
chr5-90890554-90891806	0.174064345948788	0.113903995106468	Cxcl1	NO
chr5-90902576-90904187	0.121458328334836	0.0981388722537164	Cxcl2	NO
chr5-92082388-92084374	0.489556204139407	0.549087298632276	G3bp2	NO
chr5-92277327-92279388	0.307939119769453	0.207056983153298	Naaa	NO
chr5-92924545-92925475	0.104972924673686	0.0988756356370389	Shroom3	NO
chr5-93144723-93145608	0.241326539641099	0.0618171046468039	Sept11	NO
chr5-96794439-96795230	0.0401585182908049	0.0600177654662134	Anxa3	NO
chr5-102395471-102396003	0.049120637323468	0.0359979919901091	Arhgap24	NO
chr5-103424372-103425982	0.638607613002938	0.297246204858374	Ptpn13	NO
chr5-105494117-105494714	0.0841848504240543	0.0775843091649529	Lrrc8b	NO
chr5-105566644-105567323	0.163356269586678	0.0360968568036769	Lrrc8c	NO
chr5-107087704-107088803	0.241684278210063	0.143053362614651	Tgfbr3	NO
chr5-107110311-107111391	0.119514703694125	0.0840828810150607	Tgfbr3	NO
chr5-107221811-107222779	0.0435188281295742	0.0579444521780768	Tgfbr3	NO
chr5-107436883-107438669	0.379431084715633	0.378111607811427	Btbd8	NO
chr5-110447465-110449593	0.48122360959185	0.435654780430852	Fbrsl1	NO
chr5-110769782-110771402	0.557291983185378	0.600210401229698	Ep400	NO
chr5-111194860-111196259	0.230298418354746	0.224484712801346	Ttc28	NO
chr5-111200417-111201815	0.465802155833586	0.248724273576088	Ttc28	NO
chr5-111580847-111582396	0.451724106558874	0.290907389983856	C130026L21Rik	NO
chr5-111619844-111620317	0.208943755533782	0.0788391494513462	C130026L21Rik	NO
chr5-112132398-112134534	0.77963291246643	0.220817199029159	1700028D13Rik	NO
chr5-112275807-112277336	0.569332987759458	0.599832709620989	Tpst2	NO
chr5-112371628-112372778	0.538674270797555	0.237382497611539	Hps4	NO
chr5-113132683-113133729	0.708680522102288	0.0948004174207189	2900026A02Rik	NO
chr5-113164410-113165779	0.24354533110946	0.195347207464556	2900026A02Rik	NO
chr5-113799784-113800799	0.0791376950218763	0.147447683646664	Tmem119	NO
chr5-114370213-114370744	0.167382507017478	0.0329565846702994	Kctd10	NO
chr5-114443492-114444903	0.49216236532096	0.488260202106822	Mmab	NO
chr5-114553584-114553856	0.0444327967279481	0.0583891277427682	Gm13790	NO
chr5-114664734-114665124	0.275643419979445	0.0405888347735876	Gltp	NO
chr5-115118778-115119679	0.400464782639248	0.145260856856193	Acads	NO
chr5-115157161-115159150	0.564908723066861	0.583311631279931	Mlec	NO
chr5-115436031-115437168	0.815817707096893	0.334495593174076	Msi1	NO
chr5-115514598-115515570	0.232426849536805	0.0835488931410656	Pxn	NO
chr5-115543478-115544254	0.440434918274471	0.121661828030051	Pxn	NO
chr5-116409553-116410553	0.230916039558563	0.0887046837711471	Hspb8	NO
chr5-116420562-116421158	0.614205674863938	0.0785542900339187	Hspb8	NO
chr5-118108120-118109071	0.308181631024807	0.194350149199611	Fbxw8	NO
chr5-118213743-118215127	0.463126624657002	0.275447022520713	Rnft2	NO
chr5-119669839-119671134	0.412188484857362	0.259414477623946	Tbx3	NO
chr5-120115706-120117057	0.31634533344216	0.384315634347034	Rbm19	NO
chr5-120501988-120504027	0.398288977156794	0.439514610061158	Plbd2	NO
chr5-120811811-120813226	0.239788190079572	0.216660665094012	Oas1c	NO
chr5-121835998-121837748	0.537284692598191	0.395359283140004	Sh2b3	NO
chr5-121847938-121849354	0.416422465569199	0.403728643901641	Fam109a	NO
chr5-122085429-122086489	0.274857996916999	0.11917609801649	Myl2	NO
chr5-122371483-122373101	0.421478851207475	0.480921704496843	Gpn3	NO
chr5-122501118-122503961	0.56100435736869	0.576214979632402	Atp2a2	NO
chr5-122636905-122637702	0.126408621013478	0.0806520473586999	P2rx7	NO
chr5-122820275-122822005	0.445539014596684	0.498854144422109	Anapc5	NO
chr5-122849242-122850983	0.511531657717244	0.538414191348368	Rnf34	NO
chr5-122899159-122901181	0.452110233354697	0.500532739397697	Kdm2b	NO
chr5-123251365-123252373	0.324095973962038	0.308367384490112	Wdr66	NO
chr5-123748487-123750060	0.496734323665225	0.530735359209351	Rsrc2	NO
chr5-124326800-124328659	0.543163922320021	0.587502392788948	Mphosph9	NO
chr5-124438968-124440522	0.476473716972584	0.410379197380033	Setd8	NO
chr5-124539912-124541524	0.448193202348529	0.437793261704183	Tmed2	NO
chr5-124899802-124900574	0.170946944632262	0.201007468334856	Zfp664	NO
chr5-124950337-124951856	0.298994028436766	0.143381848242244	Zfp664	NO
chr5-125139888-125141797	0.708727901416852	0.324172852723807	Ncor2	NO
chr5-125226114-125226636	0.264765182258508	0.110532347461606	Ncor2	NO
chr5-125267103-125268636	0.184300241849419	0.282836011477417	Scarb1	NO
chr5-125464938-125466157	0.515808565503088	0.416079100004109	Bri3bp	NO
chr5-131645368-131646246	0.735115732477487	0.169174727179917	Auts2	NO
chr5-131774610-131775906	0.314998082169922	0.314016994243573	Auts2	NO
chr5-134313299-134315395	0.65005561265863	0.558281908658568	Gtf2i	NO
chr5-134638351-134639996	0.496490702069171	0.46655882972203	Eif4h	NO
chr5-134687913-134689630	0.553513348331201	0.557631549664462	Limk1	NO
chr5-135008306-135010187	0.559054707098123	0.613647706228754	Abhd11	NO
chr5-135076962-135078734	0.448271952043314	0.47067465986541	Vps37d	NO
chr5-135148434-135150183	0.653008563043091	0.477399465017962	Tbl2	NO
chr5-135253596-135254437	0.881198208182465	0.118051661100781	Fzd9	NO
chr5-135263812-135264901	0.545990419181198	0.0681892069799928	Fzd9	NO
chr5-135460158-135460968	0.142916129566984	0.0854211918943612	Hip1	NO
chr5-135544126-135546101	0.53531015657503	0.570442492741699	Hip1	NO
chr5-135957000-135957978	0.418588106163373	0.419668288048327	Ssc4d	NO
chr5-135961927-135963511	0.482037004809583	0.593167104180462	Ssc4d	NO
chr5-136051155-136052192	0.21455668110656	0.0612788821932656	Upk3bl	NO
chr5-136170072-136171326	0.374835914595474	0.377191502514932	Orai2	NO
chr5-136402990-136404283	0.240803082982393	0.142083125782052	Cux1	NO
chr5-137301311-137301561	0.189634603336112	0.0515374420947956	Srrt	NO
chr5-137599550-137601568	0.479083200432811	0.491772068945902	Mospd3	NO
chr5-137759751-137760504	0.725590546933842	0.137157419504237	Tsc22d4	NO
chr5-138193734-138195546	0.342226758669078	0.339192117755234	Mblac1	NO
chr5-138881208-138881876	0.162774248908042	0.038398305866706	Gm5294	NO
chr5-138969689-138970448	0.189329716332411	0.0495849262741996	Pdgfa	NO
chr5-138988641-138989112	0.178861760597395	0.0574061899188919	Pdgfa	NO
chr5-139148955-139150863	0.538769623192861	0.533059426984709	Heatr2	NO
chr5-139343731-139345657	0.403775866678235	0.412039187371194	Cox19	NO
chr5-139371518-139372982	0.337291191716125	0.394972130363091	3110082I17Rik	NO
chr5-139379018-139379298	0.118451986315118	0.0369317951282349	Gpr146	NO
chr5-139380047-139381136	0.431979863817645	0.187263662993344	Gpr146	NO
chr5-139389106-139390023	0.110995790036879	0.055568079480459	Gpr146	NO
chr5-139398003-139398779	0.165320141142273	0.155657647286285	3110082I17Rik	NO
chr5-139718539-139719264	0.052255813949099	0.056665974627668	Micall2	YES
chr5-139730768-139731500	0.0409692688290892	0.060235481037907	Micall2	YES
chr5-139735660-139736970	0.547643863598352	0.283501440085674	Micall2	YES
chr5-139796825-139798487	0.54388111064921	0.333231635541109	Mafk	NO
chr5-140093438-140094058	0.0567296207864672	0.156434302167356	Mad1l1	NO
chr5-140101458-140102106	0.122881309726451	0.115612295635454	Mad1l1	NO
chr5-140548755-140550164	0.938310801532357	0.115741026646418	Grifin	NO
chr5-140565111-140566216	0.343225950101695	0.0799489837644687	Grifin	NO
chr5-140582988-140584392	0.567540921808646	0.137393386179536	Grifin	NO
chr5-140610740-140612017	0.631699973132985	0.191335391800328	Lfng	YES
chr5-140647671-140649617	0.557967534750872	0.544952387570588	Ttyh3	NO
chr5-140659390-140660820	1.02560295931644	0.142405381294598	Iqce	NO
chr5-140704003-140705585	0.59774286602397	0.57615233079302	Brat1	NO
chr5-140767526-140768698	0.228014026699903	0.109721450121189	Gna12	NO
chr5-140790508-140791949	0.461966501660778	0.173373727345847	Gna12	NO
chr5-140829259-140831468	0.491776307641656	0.555071795594544	Gna12	NO
chr5-142439831-142441151	0.381687609122345	0.162784073563201	Foxk1	NO
chr5-142817133-142818226	0.519751698614403	0.548496337643772	Tnrc18	NO
chr5-142920726-142921141	0.0599773752629588	0.0404313169985338	Actb	NO
chr5-142928886-142929656	0.189000982405284	0.0917024181676406	Actb	NO
chr5-142964141-142964522	0.271169034702957	0.148377050550223	Fscn1	NO
chr5-143731331-143733070	0.546986412716886	0.512799770361259	Usp42	NO
chr5-144946013-144946370	0.120552851839209	0.0425224800602263	Smurf1	NO
chr5-146571829-146572941	0.107471587352225	0.170877907022344	Gpr12	NO
chr5-146627842-146628481	0.190902407943263	0.0602587608550895	Gpr12	NO
chr5-147716238-147717061	0.0929916558120121	0.058483415755664	Flt1	NO
chr5-148551432-148553444	0.549680503685837	0.495537957280129	Ubl3	NO
chr5-148707315-148708620	0.143293195961332	0.171958826403109	2210417A02Rik	NO
chr5-149183293-149185672	0.531148002150889	0.589566640498146	Uspl1	NO
chr5-149523914-149524948	0.574977906142958	0.362396130190098	Gm15997	NO
chr5-151189701-151190470	0.191556526485646	0.141964096385781	Stard13	NO
chr6-5495792-5497119	0.312608961156571	0.147526962560661	Pdk4	NO
chr6-8208188-8210064	0.49266688894552	0.411392982963229	Mios	NO
chr6-12518298-12519522	0.0355842195449709	0.127270578717298	Thsd7a	NO
chr6-17169773-17172074	0.523099303532106	0.18947159201416	D830026I12Rik	NO
chr6-24954690-24956929	0.504079228125041	0.322306553668915	Tmem229a	NO
chr6-29211281-29212635	0.333060421776598	0.360602389781643	Impdh1	NO
chr6-31075262-31076398	0.316220511172043	0.227735686395894	Gm13834	NO
chr6-33804786-33805117	0.209128639796882	0.0328447378032777	Exoc4	NO
chr6-33870551-33871008	0.120051143503461	0.108860199880094	Exoc4	NO
chr6-34493157-34493960	0.225861195714092	0.0466051397010458	Bpgm	NO
chr6-34597985-34599787	0.185554440656854	0.0787237228580754	Cald1	NO
chr6-34886887-34887966	0.278839802922499	0.0766185231947006	Wdr91	NO
chr6-37430835-37432126	0.229776481385781	0.0541327662291391	Creb3l2	NO
chr6-37440978-37443131	0.504939091617514	0.52531053652923	Creb3l2	NO
chr6-37657304-37658977	0.0402998794507494	0.0821868829168142	Akr1d1	NO
chr6-37869826-37871850	0.578749682894642	0.542034023526506	Trim24	NO
chr6-39054199-39055169	0.234727812026091	0.104635085112827	Tbxas1	NO
chr6-42348728-42351242	0.57309323608416	0.331537638088462	Zyx	NO
chr6-43664825-43666871	0.447565824623212	0.498107564143016	Tpk1	NO
chr6-47239076-47240140	0.557430022467422	0.190577658425992	Cntnap2	NO
chr6-47812580-47814002	0.555094937231779	0.524937675064501	Pdia4	NO
chr6-47876847-47878560	0.471964225701364	0.353327465121063	Zfp282	NO
chr6-49020753-49022017	0.942157103800524	0.0630201821217523	Gpnmb	NO
chr6-50381419-50382069	0.0560057366875842	0.0427531635249463	Osbpl3	NO
chr6-53572323-53573993	0.80664423087265	0.176238124948395	Creb5	NO
chr6-54592742-54593594	0.277810951082384	0.328627196899864	Fkbp14	NO
chr6-54680764-54682852	0.456530864295928	0.533419260198131	Mturn	NO
chr6-67035913-67037777	0.503876422899623	0.339684255539853	Gadd45a	NO
chr6-70790980-70792985	0.534402964337942	0.414242846018941	Rpia	NO
chr6-70911482-70912704	0.100316639202447	0.139332744680012	Tex37	NO
chr6-71074492-71075604	0.327034143939386	0.0513959799513483	Thnsl2	NO
chr6-71542890-71544752	0.408027256324061	0.408407558405833	Chmp3	NO
chr6-72454050-72455370	0.132939701803091	0.0658668953987855	Mat2a	NO
chr6-72512120-72513510	0.549173742287195	0.336753298161963	Sh2d6	NO
chr6-72926723-72927375	0.0496335554910614	0.0356593502437067	Gm26640	NO
chr6-82651983-82653360	0.49752393738574	0.432236705337264	Pole4	NO
chr6-82996386-82997451	0.254424947484551	0.242681995978729	M1ap	NO
chr6-83053416-83055387	0.49330927459901	0.535430385278398	Htra2	NO
chr6-83120914-83122369	0.483291691070567	0.513333267392049	Wbp1	NO
chr6-83136631-83138393	0.288199688169534	0.163525510035346	Rtkn	NO
chr6-83316713-83318303	0.384748925648705	0.42198653681095	Mthfd2	NO
chr6-83412419-83413405	0.112655134206093	0.0817102554344952	Tet3	NO
chr6-83443451-83443821	0.466157410044942	0.0992962551511132	Tet3	NO
chr6-83455250-83457376	0.49255397898475	0.423902969653562	Tet3	NO
chr6-83762589-83763400	0.114995142794801	0.0855169488553486	Ankrd53	NO
chr6-84923139-84924241	0.0843326286579556	0.111602827097295	Exoc6b	NO
chr6-85276307-85277170	0.0805376543311605	0.108706063842798	Sfxn5	NO
chr6-85302084-85303288	0.768062436081244	0.121385119609749	Sfxn5	NO
chr6-85450625-85452588	0.543207411149777	0.550181547149938	Pradc1	NO
chr6-86437510-86439314	0.46973473762778	0.464097009936379	C87436	NO
chr6-86584132-86586024	0.36525104478389	0.366920176847573	1600020E01Rik	NO
chr6-86668479-86670155	0.528437475826139	0.595883400447378	Mxd1	NO
chr6-88289818-88291159	0.489208923111877	0.0755653735151871	Eefsec	NO
chr6-88517954-88519548	0.426660869391895	0.455861292744353	Sec61a1	NO
chr6-88769807-88771315	0.108764945219353	0.211819643192407	Mgll	NO
chr6-88841349-88843131	0.567725818579495	0.576012672119125	Podxl2	NO
chr6-88939177-88939503	0.0692184814600579	0.0938247413471224	4933427D06Rik	NO
chr6-89344581-89345315	0.274015445080751	0.0967272036524577	Plxna1	NO
chr6-90578014-90578448	0.0830589600791822	0.0797974117356688	Aldh1l1	NO
chr6-90604198-90605320	0.399013291186594	0.239778506348289	Slc41a3	NO
chr6-90809182-90810621	0.363942854536774	0.287530718549344	Iqsec1	NO
chr6-90919957-90920245	0.0394463605738505	0.0465309210155381	Nup210	NO
chr6-91160150-91160746	0.156224655407336	0.166440208499221	Hdac11	NO
chr6-91515114-91516740	0.47282414427724	0.490632325470267	Lsm3	NO
chr6-91645705-91646429	0.46678245552972	0.0592465887418114	Slc6a6	YES
chr6-91728780-91730217	0.475658158852485	0.164794561573142	Slc6a6	YES
chr6-92940092-92942255	0.51129505595289	0.179049799388632	Adamts9	NO
chr6-92942853-92943790	0.460478293297778	0.135735704998873	Adamts9	NO
chr6-93455969-93457101	0.0432532879859473	0.111433738403155	9530026P05Rik	NO
chr6-93911837-93913913	0.758085233471944	0.315660607681314	Magi1	NO
chr6-94008339-94008897	0.131356534032596	0.0509062409179454	Magi1	NO
chr6-94698997-94701280	0.582186422620212	0.475506942796329	Lrig1	NO
chr6-95116587-95118799	0.494371771572772	0.512404808927725	Kbtbd8	NO
chr6-97210327-97211580	0.245989533403338	0.320680592083238	Arl6ip5	NO
chr6-100119939-100120894	0.0673090030463793	0.0940894151054803	Rybp	NO
chr6-100286208-100288773	0.541022491249897	0.548458562279693	Rybp	NO
chr6-100503045-100504137	0.428511933373502	0.15982291437687	1700049E22Rik	NO
chr6-101250661-101251472	0.115222551739971	0.0488046292034712	Pdzrn3	NO
chr6-101481966-101483460	0.360840799675193	0.0746568367258505	Pdzrn3	NO
chr6-103674285-103674685	0.0462296158414844	0.0494370843609919	Chl1	NO
chr6-108658702-108661044	0.956032198753472	0.303321465752726	Bhlhe40	NO
chr6-108827735-108830025	0.560661661959913	0.364544311580075	Edem1	NO
chr6-113011369-113013432	0.799062157246978	0.0894510385584716	Thumpd3	NO
chr6-113061659-113062613	0.21446554966206	0.0402814123910025	Thumpd3	NO
chr6-113075779-113078304	0.676776837620655	0.560268234856479	Setd5	NO
chr6-113326116-113327522	0.540797504262018	0.520419510047226	Ogg1	NO
chr6-113586448-113587055	0.130630156499108	0.0449121275908118	Fancd2	NO
chr6-113668313-113669180	0.0908091586998486	0.0386404063789992	Irak2	NO
chr6-113696063-113698203	0.502318321140932	0.491585333908728	Tatdn2	NO
chr6-114781628-114782293	0.182868733107384	0.066992000086674	Atg7	NO
chr6-114892244-114892797	0.336358299351313	0.107389878432114	Vgll4	NO
chr6-115675193-115677246	0.490853719833856	0.520436122516169	Raf1	NO
chr6-115852647-115854046	0.550744421994191	0.484598520152535	Mbd4	NO
chr6-117840567-117841904	0.422855425279073	0.446055020093501	Zfp637	NO
chr6-117878443-117880735	0.475751673518087	0.531505799738709	Zfp239	NO
chr6-120158645-120159823	0.557482434551592	0.0990606932645504	Ninj2	NO
chr6-120192061-120192562	0.133506991342552	0.0433857006067154	Ninj2	NO
chr6-120302608-120303568	0.10116765158	0.0566849665838438	D330020A13Rik	NO
chr6-121109136-121110708	0.458301497571414	0.453608297052296	Mical3	NO
chr6-124661853-124663830	0.541682621079075	0.480415552584243	Lpcat3	NO
chr6-124740219-124741728	0.480935975217215	0.475385291237943	Grcc10	NO
chr6-124919274-124920329	0.468204809261294	0.499262747348536	A230083G16Rik	NO
chr6-125164607-125167522	0.587652177773421	0.51841794316687	Gapdh	NO
chr6-125418590-125419140	0.186735918744774	0.146293374481569	Plekhg6	NO
chr6-125572313-125573795	0.375518580127514	0.143698913431425	Vwf	NO
chr6-125727471-125727856	0.0195813231626521	0.0312077673429357	Ano2	NO
chr6-127329095-127330836	0.658306900250261	0.267736056524766	Parp11	NO
chr6-127358885-127359937	0.254033451615913	0.130901898889234	Parp11	NO
chr6-128295993-128297166	0.192377941557141	0.0917747091063129	Tead4	NO
chr6-128299438-128301023	0.25726782866359	0.15567581362393	Tead4	NO
chr6-134670925-134671402	0.0800833582711818	0.0267510941996648	Loh12cr1	NO
chr6-134829295-134830943	0.508581765326903	0.450173505416376	Crebl2	NO
chr6-135064979-135065984	0.201565324886348	0.106920607282195	Gprc5a	NO
chr6-135087461-135088380	0.191094658824119	0.225939504311771	Gprc5a	NO
chr6-135112600-135113368	0.0420436578535419	0.0445418751342785	Gprc5d	NO
chr6-135252112-135253383	0.380589914682442	0.198571395759472	Gsg1	NO
chr6-136803301-136805091	0.591031363097614	0.514859743713951	Hist4h4	NO
chr6-136827065-136828978	0.45409237293851	0.545825646315906	Wbp11	NO
chr6-144045404-144045886	0.361487235849119	0.116747175383735	Sox5	NO
chr6-144074678-144075292	0.0369690295702925	0.0655753694011364	Sox5	NO
chr7-3292751-3293137	0.11207407718761	0.0703843770209032	Myadm	NO
chr7-3302017-3302855	0.15820975740237	0.138903127238504	Prkcg	NO
chr7-4136300-4137872	0.585921099607206	0.559202104595214	Leng8	NO
chr7-4477832-4479252	0.455184901841062	0.233382498036551	Eps8l1	NO
chr7-4498192-4498594	0.260742516434488	0.0637553696360376	Ppp1r12c	NO
chr7-4629353-4629806	0.0578638794746671	0.0497929199279995	Tmem86b	NO
chr7-4684087-4685557	0.477876201610492	0.437805572153473	Hspbp1	NO
chr7-4738939-4740874	0.562040793434116	0.583147137179646	Suv420h2	NO
chr7-4811290-4813843	0.47384718388552	0.576156682504796	Ube2s	NO
chr7-4914863-4916293	0.423591413000569	0.515707075940424	Zfp628	NO
chr7-5013985-5015939	0.60798379684727	0.589004490628859	Fiz1	NO
chr7-5020024-5021209	0.496205007643596	0.476719935426436	Zfp865	NO
chr7-6126585-6127928	0.150573716030519	0.191408712741339	Zfp787	NO
chr7-15961933-15962931	0.280751476795534	0.100308806071703	Ehd2	NO
chr7-16272253-16274427	0.562100120709438	0.47163918264779	Inafm1	NO
chr7-16285258-16287028	0.660399002268988	0.53884673098765	Ccdc9	NO
chr7-16296725-16297214	0.289392518712256	0.174462670973954	Ccdc9	NO
chr7-16309194-16311255	0.356674858061334	0.401548812108926	Bbc3	NO
chr7-16312035-16312479	0.167189398963492	0.121249671718008	Bbc3	NO
chr7-16364728-16365705	0.220125596891313	0.0706100142793919	Sae1	NO
chr7-16405687-16406194	0.0806905200062541	0.0564008688191415	Zc3h4	NO
chr7-16475476-16476201	0.0880674211148722	0.0966742805206315	Npas1	NO
chr7-16613911-16615908	0.567028887700349	0.637645352069248	Arhgap35	NO
chr7-16737526-16739031	0.392088866431627	0.459812106948211	Ap2s1	NO
chr7-16949896-16950645	0.233163044339476	0.298788303076726	Pnmal2	NO
chr7-17059736-17060374	0.507954795008465	0.170571543598953	Hif3a	NO
chr7-19002490-19003426	0.376256985438011	0.329990653240631	Irf2bp1	NO
chr7-19130824-19132107	0.473225456277447	0.485648169528074	Fbxo46	NO
chr7-19344497-19345730	0.440229493342806	0.494183532416191	Ercc1	NO
chr7-19541423-19542608	0.268830574427842	0.153504157877886	Ppp1r37	NO
chr7-19628274-19630081	0.49351156375844	0.456181826947433	Relb	NO
chr7-19714698-19716448	0.54907738929846	0.633832860129511	Tomm40	NO
chr7-24546268-24547968	0.499302396228121	0.396630849631014	Xrcc1	NO
chr7-24628507-24629366	0.258331922037618	0.128742448454291	Phldb3	NO
chr7-24883349-24885247	0.500342689836617	0.609846613717519	Rps19	NO
chr7-24903671-24905311	0.424098383614851	0.451164281016489	Arhgef1	NO
chr7-25071941-25073353	0.450440410591132	0.366471625811334	Grik5	NO
chr7-25266932-25268854	0.584030454151378	0.638194194364868	Cic	NO
chr7-25281664-25282818	0.572934784844834	0.538286457284765	Cic	NO
chr7-25314823-25317672	0.53089084633935	0.502008705888317	Megf8	NO
chr7-25376393-25377600	0.196089399230091	0.196703860339014	Lipe	NO
chr7-25394977-25396879	0.448274441973481	0.511865644974674	Lipe	NO
chr7-25618524-25619800	0.284938566530742	0.377140271409677	Atp5sl	NO
chr7-25657869-25659579	0.447782069721917	0.477776176876648	Exosc5	NO
chr7-25680374-25681621	0.464449756853496	0.40775429616787	B9d2	NO
chr7-25780752-25783012	0.142195569090897	0.213858866911137	Axl	YES
chr7-25787417-25789404	0.707876189016063	0.133420438451125	Axl	YES
chr7-27165425-27167524	0.498588477627385	0.47774772052454	Egln2	NO
chr7-27227700-27229008	0.432174098513139	0.402492919561049	Itpkc	NO
chr7-27330877-27331273	0.272699499825311	0.128133727528543	Ltbp4	NO
chr7-27445811-27448537	0.559364100735414	0.48767593954734	Sptbn4	NO
chr7-27472663-27475193	0.662705676703589	0.501967019275889	Sertad3	NO
chr7-27481302-27481947	0.384037004788516	0.149100906035298	Sertad3	NO
chr7-27486378-27487626	0.467149893226106	0.543648578735218	Sertad1	NO
chr7-27490464-27491235	0.417597477762765	0.171334470303584	Sertad1	NO
chr7-27607591-27607867	0.05696544188895	0.0417716458581727	Akt2	NO
chr7-27859840-27861598	0.288768258028488	0.13832586211379	Zfp607	NO
chr7-28178865-28180623	0.507429699523846	0.572549495016437	Fbl	NO
chr7-28289922-28291419	0.105039886658386	0.204123763306898	BC089491	NO
chr7-28371424-28373473	0.567716828550645	0.483512101016551	Plekhg2	NO
